x,y,z
-10.0,1.4,-0.7969864507113856
-10.0,1.6,-0.4583945395304224
-10.0,1.8,-0.19115735536497483
-10.0,2.0,-0.016484706828710664
-10.0,2.2,0.0517727027456144
-10.0,2.4,0.008223964201661708
-10.0,2.6,-0.1436336322034055
-10.0,2.8,-0.39169251976484787
-10.0,3.0,-0.7161970204928964
-10.0,3.2,-1.091313291047196
-10.0,3.4,-1.48718228884328
-10.0,3.6,-1.8722926130421988
-10.0,3.8,-2.2159846552894327
-10.0,4.0,-2.4908870601346753
-10.0,4.2,-2.6750918742842003
-10.0,4.4,-2.7538955297361123
-10.0,4.6,-2.7209673081994583
-10.0,4.8,-2.57885243116525
-10.0,5.0,-2.3387697960239433
-10.0,5.2,-2.019720431753151
-10.0,5.4,-1.6469775234964399
-10.0,5.6,-1.2500780008911436
-10.0,5.8,-0.8604752947783838
-10.0,6.0,-0.5090397932289972
-10.0,6.2,-0.22360563086293023
-10.0,6.4,-0.026758763421636425
-10.0,6.6,0.06595789492459218
-10.0,6.8,0.04727963722994273
-10.0,7.0,-0.08120272386434256
-10.0,7.2,-0.30916927496711366
-10.0,7.4,-0.6183911057110636
-10.0,7.6,-0.9841789253851291
-10.0,7.8,-1.3773450736332271
-10.0,8.0,-1.7665230079826097
-10.0,8.2,-2.12065994296558
-10.0,8.4,-2.41148455557224
-10.0,8.6,-2.6157536532030545
-10.0,8.8,-2.7170992657172404
-10.0,9.0,-2.707329376705612
-10.0,9.2,-2.5870789273621417
-10.0,9.4,-2.3657593589219936
-10.0,9.6,-2.0608107034320065
-10.0,9.8,-1.6963156577691365
-10.0,10.0,-1.301085777793277
-9.8,-10.0,-1.6247634231151658
-9.8,-9.8,-2.110285819378358
-9.8,-9.6,-2.558025664423185
-9.8,-9.4,-2.9325560974419123
-9.8,-9.2,-3.2042648908171305
-9.8,-9.0,-3.351707677198105
-9.8,-8.8,-3.363312092348077
-9.8,-8.6,-3.2382974087905683
-9.8,-8.4,-2.986736578728306
-9.8,-8.2,-2.628755755802644
-9.8,-8.0,-2.1929349081678677
-9.8,-7.8,-1.7140366230994661
-9.8,-7.6,-1.2302435906890912
-9.8,-7.4,-0.7801242985118549
-9.8,-7.2,-0.3995680677056636
-9.8,-7.0,-0.118932997281759
-9.8,-6.8,0.03936653592440845
-9.8,-6.6,0.0626411048984132
-9.8,-6.4,-0.05106536306496537
-9.8,-6.2,-0.29282014100610587
-9.8,-6.0,-0.6435115690224611
-9.8,-5.8,-1.0753678213177023
-9.8,-5.6,-1.5541638800663504
-9.8,-5.4,-2.041941332103058
-9.8,-5.2,-2.5000248513970877
-9.8,-5.0,-2.892095653220597
-9.8,-4.8,-3.1870776784880133
-9.8,-4.6,-3.3616071487186794
-9.8,-4.4,-3.4018892408145063
-9.8,-4.2,-3.304794335260136
-9.8,-4.0,-3.078106720998422
-9.8,-3.8,-2.7399059928805873
-9.8,-3.6,-2.31713030085221
-9.8,-3.4,-1.8434356267135266
-9.8,-3.2,-1.3565212076344144
-9.8,-3.0,-0.8951336499004509
-9.8,-2.8,-0.4959878102391304
-9.8,-2.6,-0.19084913639642526
-9.8,-2.4,-0.004009327776193894
-9.8,-2.2,0.049644079437991415
-9.8,-2.0,-0.034189203698599444
-9.8,-1.8,-0.24888048315647765
-9.8,-1.6,-0.5773988515648327
-9.8,-1.4,-0.9936646018377621
-9.8,-1.2,-1.4646217316022283
-9.8,-1.0,-1.9528648404658515
-9.8,-0.8,-2.4196116656242843
-9.8,-0.6,-2.8277850340903323
-9.8,-0.4,-3.1449593146973873
-9.8,-0.2,-3.345937220973428
-9.8,0.0,-3.4147521912909933
-9.8,0.2,-3.345937220973428
-9.8,0.4,-3.1449593146973873
-9.8,0.6,-2.8277850340903323
-9.8,0.8,-2.4196116656242843
-9.8,1.0,-1.9528648404658515
-9.8,1.2,-1.4646217316022283
-9.8,1.4,-0.9936646018377621
-9.8,1.6,-0.5773988515648327
-9.8,1.8,-0.24888048315647765
-9.8,2.0,-0.034189203698599444
-9.8,2.2,0.049644079437991415
-9.8,2.4,-0.004009327776193894
-9.8,2.6,-0.19084913639642526
-9.8,2.8,-0.4959878102391304
-9.8,3.0,-0.8951336499004509
-9.8,3.2,-1.3565212076344144
-9.8,3.4,-1.8434356267135266
-9.8,3.6,-2.31713030085221
-9.8,3.8,-2.7399059928805873
-9.8,4.0,-3.078106720998422
-9.8,4.2,-3.304794335260136
-9.8,4.4,-3.4018892408145063
-9.8,4.6,-3.3616071487186794
-9.8,4.8,-3.1870776784880133
-9.8,5.0,-2.892095653220597
-9.8,5.2,-2.5000248513970877
-9.8,5.4,-2.041941332103058
-9.8,5.6,-1.5541638800663504
-9.8,5.8,-1.0753678213177023
-9.8,6.0,-0.6435115690224611
-9.8,6.2,-0.29282014100610587
-9.8,6.4,-0.05106536306496537
-9.8,6.6,0.0626411048984132
-9.8,6.8,0.03936653592440845
-9.8,7.0,-0.118932997281759
-9.8,7.2,-0.3995680677056636
-9.8,7.4,-0.7801242985118549
-9.8,7.6,-1.2302435906890912
-9.8,7.8,-1.7140366230994661
-9.8,8.0,-2.1929349081678677
-9.8,8.2,-2.628755755802644
-9.8,8.4,-2.986736578728306
-9.8,8.6,-3.2382974087905683
-9.8,8.8,-3.363312092348077
-9.8,9.0,-3.351707677198105
-9.8,9.2,-3.2042648908171305
-9.8,9.4,-2.9325560974419123
-9.8,9.6,-2.558025664423185
-9.8,9.8,-2.110285819378358
-9.8,10.0,-1.6247634231151658
-9.6,-10.0,-1.8335050159934854
-9.6,-9.8,-2.3770714684216774
-9.6,-9.6,-2.8783247829039316
-9.6,-9.4,-3.2975854855951336
-9.6,-9.2,-3.601686719922319
-9.6,-9.0,-3.7666099532236093
-9.6,-8.8,-3.779393683588049
-9.6,-8.6,-3.639163465615262
-9.6,-8.4,-3.357201400918494
-9.6,-8.2,-2.956049571093653
-9.6,-8.0,-2.4677186616210767
-9.6,-7.8,-1.931144133931349
-9.6,-7.6,-1.3890920987744513
-9.6,-7.4,-0.8847607752160724
-9.6,-7.2,-0.4583476108127141
-9.6,-7.0,-0.14385486735780376
-9.6,-6.8,0.03361247381193873
-9.6,-6.6,0.059841756653942646
-9.6,-6.4,-0.067357896995318
-9.6,-6.2,-0.3379814825241322
-9.6,-6.0,-0.7306231911210616
-9.6,-5.8,-1.2141774884488425
-9.6,-5.6,-1.7503110119489131
-9.6,-5.4,-2.2965088498267874
-9.6,-5.2,-2.8094531197553687
-9.6,-5.0,-3.248465358110241
-9.6,-4.8,-3.578739159650275
-9.6,-4.6,-3.7741061759525723
-9.6,-4.4,-3.8191156639978976
-9.6,-4.2,-3.710262327158961
-9.6,-4.0,-3.4562648744172635
-9.6,-3.8,-3.0773731612404585
-9.6,-3.6,-2.603758972309167
-9.6,-3.4,-2.0731183275112843
-9.6,-3.2,-1.5276758513593007
-9.6,-3.0,-1.0108292628619449
-9.6,-2.8,-0.5637006418205305
-9.6,-2.6,-0.2218685358194769
-9.6,-2.4,-0.012540601116554792
-9.6,-2.2,0.047608537747829124
-9.6,-2.0,-0.04623761153804562
-9.6,-1.8,-0.2866546516278319
-9.6,-1.6,-0.6545672981703102
-9.6,-1.4,-1.12076525616307
-9.6,-1.2,-1.6482245062129355
-9.6,-1.0,-2.1950495325249713
-9.6,-0.8,-2.717802679390677
-9.6,-0.6,-3.1749560585847734
-9.6,-0.4,-3.530191691193764
-9.6,-0.2,-3.755287627918769
-9.6,0.0,-3.832360693393742
-9.6,0.2,-3.755287627918769
-9.6,0.4,-3.530191691193764
-9.6,0.6,-3.1749560585847734
-9.6,0.8,-2.717802679390677
-9.6,1.0,-2.1950495325249713
-9.6,1.2,-1.6482245062129355
-9.6,1.4,-1.12076525616307
-9.6,1.6,-0.6545672981703102
-9.6,1.8,-0.2866546516278319
-9.6,2.0,-0.04623761153804562
-9.6,2.2,0.047608537747829124
-9.6,2.4,-0.012540601116554792
-9.6,2.6,-0.2218685358194769
-9.6,2.8,-0.5637006418205305
-9.6,3.0,-1.0108292628619449
-9.6,3.2,-1.5276758513593007
-9.6,3.4,-2.0731183275112843
-9.6,3.6,-2.603758972309167
-9.6,3.8,-3.0773731612404585
-9.6,4.0,-3.4562648744172635
-9.6,4.2,-3.710262327158961
-9.6,4.4,-3.8191156639978976
-9.6,4.6,-3.7741061759525723
-9.6,4.8,-3.578739159650275
-9.6,5.0,-3.248465358110241
-9.6,5.2,-2.8094531197553687
-9.6,5.4,-2.2965088498267874
-9.6,5.6,-1.7503110119489131
-9.6,5.8,-1.2141774884488425
-9.6,6.0,-0.7306231911210616
-9.6,6.2,-0.3379814825241322
-9.6,6.4,-0.067357896995318
-9.6,6.6,0.059841756653942646
-9.6,6.8,0.03361247381193873
-9.6,7.0,-0.14385486735780376
-9.6,7.2,-0.4583476108127141
-9.6,7.4,-0.8847607752160724
-9.6,7.6,-1.3890920987744513
-9.6,7.8,-1.931144133931349
-9.6,8.0,-2.4677186616210767
-9.6,8.2,-2.956049571093653
-9.6,8.4,-3.357201400918494
-9.6,8.6,-3.639163465615262
-9.6,8.8,-3.779393683588049
-9.6,9.0,-3.7666099532236093
-9.6,9.2,-3.601686719922319
-9.6,9.4,-3.2975854855951336
-9.6,9.6,-2.8783247829039316
-9.6,9.8,-2.3770714684216774
-9.6,10.0,-1.8335050159934854
-9.4,-10.0,-1.8946611320673628
-9.4,-9.8,-2.4548593003428096
-9.4,-9.6,-2.9714461541482633
-9.4,-9.4,-3.4035236926038177
-9.4,-9.2,-3.7169065297187323
-9.4,-9.0,-3.8868385416146003
-9.4,-8.8,-3.899960188328056
-9.4,-8.6,-3.7553701708929488
-9.4,-8.4,-3.4646970558448835
-9.4,-8.2,-3.0511751752857186
-9.4,-8.0,-2.5477982389619953
-9.4,-7.8,-1.9946973872729872
-9.4,-7.6,-1.4359520463197093
-9.4,-7.4,-0.9160870202428404
-9.4,-7.2,-0.4765341902198625
-9.4,-7.0,-0.15234000213296073
-9.4,-6.8,0.030619607436472962
-9.4,-6.6,0.05769552238362835
-9.4,-6.4,-0.0733704156886902
-9.4,-6.2,-0.3522659559424187
-9.4,-6.0,-0.7569279331495462
-9.4,-5.8,-1.2552955852228258
-9.4,-5.6,-1.807858360642108
-9.4,-5.4,-2.370795746394363
-9.4,-5.2,-2.8994596003080337
-9.4,-5.0,-3.351922253493191
-9.4,-4.8,-3.6923084219746825
-9.4,-4.6,-3.8936461468751573
-9.4,-4.4,-3.94001020438589
-9.4,-4.2,-3.8277876528356582
-9.4,-4.0,-3.5659649462532856
-9.4,-3.8,-3.1754137980583304
-9.4,-3.6,-2.687232545926162
-9.4,-3.4,-2.1402748263884024
-9.4,-3.2,-1.5780619506702545
-9.4,-3.0,-1.0453243493498305
-9.4,-2.8,-0.5844469306157443
-9.4,-2.6,-0.23210083270166224
-9.4,-2.4,-0.016329238687934074
-9.4,-2.2,0.04568116160723295
-9.4,-2.0,-0.05103403501293032
-9.4,-1.8,-0.29882243349931303
-9.4,-1.6,-0.6780229617513666
-9.4,-1.4,-1.1585282984025305
-9.4,-1.2,-1.7021774440496789
-9.4,-1.0,-2.2657883028683146
-9.4,-0.8,-2.804589281154301
-9.4,-0.6,-3.2757772002211576
-9.4,-0.4,-3.6419187831217523
-9.4,-0.2,-3.873925405552152
-9.4,0.0,-3.9533647131744205
-9.4,0.2,-3.873925405552152
-9.4,0.4,-3.6419187831217523
-9.4,0.6,-3.2757772002211576
-9.4,0.8,-2.804589281154301
-9.4,1.0,-2.2657883028683146
-9.4,1.2,-1.7021774440496789
-9.4,1.4,-1.1585282984025305
-9.4,1.6,-0.6780229617513666
-9.4,1.8,-0.29882243349931303
-9.4,2.0,-0.05103403501293032
-9.4,2.2,0.04568116160723295
-9.4,2.4,-0.016329238687934074
-9.4,2.6,-0.23210083270166224
-9.4,2.8,-0.5844469306157443
-9.4,3.0,-1.0453243493498305
-9.4,3.2,-1.5780619506702545
-9.4,3.4,-2.1402748263884024
-9.4,3.6,-2.687232545926162
-9.4,3.8,-3.1754137980583304
-9.4,4.0,-3.5659649462532856
-9.4,4.2,-3.8277876528356582
-9.4,4.4,-3.94001020438589
-9.4,4.6,-3.8936461468751573
-9.4,4.8,-3.6923084219746825
-9.4,5.0,-3.351922253493191
-9.4,5.2,-2.8994596003080337
-9.4,5.4,-2.370795746394363
-9.4,5.6,-1.807858360642108
-9.4,5.8,-1.2552955852228258
-9.4,6.0,-0.7569279331495462
-9.4,6.2,-0.3522659559424187
-9.4,6.4,-0.0733704156886902
-9.4,6.6,0.05769552238362835
-9.4,6.8,0.030619607436472962
-9.4,7.0,-0.15234000213296073
-9.4,7.2,-0.4765341902198625
-9.4,7.4,-0.9160870202428404
-9.4,7.6,-1.4359520463197093
-9.4,7.8,-1.9946973872729872
-9.4,8.0,-2.5477982389619953
-9.4,8.2,-3.0511751752857186
-9.4,8.4,-3.4646970558448835
-9.4,8.6,-3.7553701708929488
-9.4,8.8,-3.899960188328056
-9.4,9.0,-3.8868385416146003
-9.4,9.2,-3.7169065297187323
-9.4,9.4,-3.4035236926038177
-9.4,9.6,-2.9714461541482633
-9.4,9.8,-2.4548593003428096
-9.4,10.0,-1.8946611320673628
-9.2,-10.0,-1.798876533532556
-9.2,-9.8,-2.331668295103496
-9.2,-9.6,-2.82298792941274
-9.2,-9.4,-3.2339453731739938
-9.2,-9.2,-3.53203361391615
-9.2,-9.0,-3.693711960073826
-9.2,-8.8,-3.706276774709444
-9.2,-8.6,-3.56887100923678
-9.2,-8.4,-3.2925523114324706
-9.2,-8.2,-2.899414295322038
-9.2,-8.0,-2.4208308039414916
-9.2,-7.8,-1.8949626900538272
-9.2,-7.6,-1.3637252461870557
-9.2,-7.4,-0.8694572765268784
-9.2,-7.2,-0.4515565131481226
-9.2,-7.0,-0.1433487536202142
-9.2,-6.8,0.030560476368744906
-9.2,-6.6,0.05624127706455233
-9.2,-6.4,-0.06845364286948338
-9.2,-6.2,-0.3337183252180913
-9.2,-6.0,-0.7185728229532262
-9.2,-5.8,-1.192530436486779
-9.2,-5.6,-1.7180204333615046
-9.2,-5.4,-2.2533737224812658
-9.2,-5.2,-2.7561342170616223
-9.2,-5.0,-3.1864327386220825
-9.2,-4.8,-3.5101553443245983
-9.2,-4.6,-3.7016542967461197
-9.2,-4.4,-3.745786240503863
-9.2,-4.2,-3.6391156157362072
-9.2,-4.0,-3.3901876754721845
-9.2,-3.8,-3.0188494107215402
-9.2,-3.6,-2.55467234806928
-9.2,-3.4,-2.034602557032459
-9.2,-3.2,-1.500024616598709
-9.2,-3.0,-0.9934728619086214
-9.2,-2.8,-0.5552512620163147
-9.2,-2.6,-0.2202305405758764
-9.2,-2.4,-0.01507706614518485
-9.2,-2.2,0.04386627310685626
-9.2,-2.0,-0.04812119254314542
-9.2,-1.8,-0.28376277178146164
-9.2,-1.6,-0.6443626769946089
-9.2,-1.4,-1.1012917427433135
-9.2,-1.2,-1.6182625307683354
-9.2,-1.0,-2.1542130232859478
-9.2,-0.8,-2.6665697429837736
-9.2,-0.6,-3.1146309858137364
-9.2,-0.4,-3.462801307544656
-9.2,-0.2,-3.6834202256161976
-9.2,0.0,-3.7589603447695366
-9.2,0.2,-3.6834202256161976
-9.2,0.4,-3.462801307544656
-9.2,0.6,-3.1146309858137364
-9.2,0.8,-2.6665697429837736
-9.2,1.0,-2.1542130232859478
-9.2,1.2,-1.6182625307683354
-9.2,1.4,-1.1012917427433135
-9.2,1.6,-0.6443626769946089
-9.2,1.8,-0.28376277178146164
-9.2,2.0,-0.04812119254314542
-9.2,2.2,0.04386627310685626
-9.2,2.4,-0.01507706614518485
-9.2,2.6,-0.2202305405758764
-9.2,2.8,-0.5552512620163147
-9.2,3.0,-0.9934728619086214
-9.2,3.2,-1.500024616598709
-9.2,3.4,-2.034602557032459
-9.2,3.6,-2.55467234806928
-9.2,3.8,-3.0188494107215402
-9.2,4.0,-3.3901876754721845
-9.2,4.2,-3.6391156157362072
-9.2,4.4,-3.745786240503863
-9.2,4.6,-3.7016542967461197
-9.2,4.8,-3.5101553443245983
-9.2,5.0,-3.1864327386220825
-9.2,5.2,-2.7561342170616223
-9.2,5.4,-2.2533737224812658
-9.2,5.6,-1.7180204333615046
-9.2,5.8,-1.192530436486779
-9.2,6.0,-0.7185728229532262
-9.2,6.2,-0.3337183252180913
-9.2,6.4,-0.06845364286948338
-9.2,6.6,0.05624127706455233
-9.2,6.8,0.030560476368744906
-9.2,7.0,-0.1433487536202142
-9.2,7.2,-0.4515565131481226
-9.2,7.4,-0.8694572765268784
-9.2,7.6,-1.3637252461870557
-9.2,7.8,-1.8949626900538272
-9.2,8.0,-2.4208308039414916
-9.2,8.2,-2.899414295322038
-9.2,8.4,-3.2925523114324706
-9.2,8.6,-3.56887100923678
-9.2,8.8,-3.706276774709444
-9.2,9.0,-3.693711960073826
-9.2,9.2,-3.53203361391615
-9.2,9.4,-3.2339453731739938
-9.2,9.6,-2.82298792941274
-9.2,9.8,-2.331668295103496
-9.2,10.0,-1.798876533532556
-9.0,-10.0,-1.561567155487717
-9.0,-9.8,-2.0272412568088005
-9.0,-9.6,-2.456682051185111
-9.0,-9.4,-2.815916868356876
-9.0,-9.2,-3.076548994035373
-9.0,-9.0,-3.218014302460499
-9.0,-8.8,-3.229215448132888
-9.0,-8.6,-3.1094037506299337
-9.0,-8.4,-2.8682386908066535
-9.0,-8.2,-2.525020290332085
-9.0,-8.0,-2.1071553758909216
-9.0,-7.8,-1.6479796110999878
-9.0,-7.6,-1.1841083750964494
-9.0,-7.4,-0.752527008408173
-9.0,-7.2,-0.3876516587001241
-9.0,-7.0,-0.11859429536241217
-9.0,-6.8,0.03315076300186531
-9.0,-6.6,0.05541496095433299
-9.0,-6.4,-0.053677481958130546
-9.0,-6.2,-0.28556050651941944
-9.0,-6.0,-0.6219069421820265
-9.0,-5.8,-1.0360849322479817
-9.0,-5.6,-1.495274316570158
-9.0,-5.4,-1.9630747868895464
-9.0,-5.2,-2.4023985496937
-9.0,-5.0,-2.7784176222129675
-9.0,-4.8,-3.0613315455803622
-9.0,-4.6,-3.22873557028524
-9.0,-4.4,-3.267401118753463
-9.0,-4.2,-3.174327035099085
-9.0,-4.0,-2.9569780812409645
-9.0,-3.8,-2.632691726554227
-9.0,-3.6,-2.2273003723480396
-9.0,-3.4,-1.7730785003546
-9.0,-3.2,-1.3061778814115201
-9.0,-3.0,-0.8637546633967893
-9.0,-2.8,-0.48101664324187166
-9.0,-2.6,-0.18842537066703868
-9.0,-2.4,-0.009275427102339417
-9.0,-2.2,0.04215675013282048
-9.0,-2.0,-0.03825261100938223
-9.0,-1.8,-0.2441469090299071
-9.0,-1.6,-0.5591943158429036
-9.0,-1.4,-0.9583856359086029
-9.0,-1.2,-1.4100217391567424
-9.0,-1.0,-1.8782326302083465
-9.0,-0.8,-2.3258279682841296
-9.0,-0.6,-2.71725251243586
-9.0,-0.4,-3.021411628522325
-9.0,-0.2,-3.214142320296109
-9.0,0.0,-3.28013341648816
-9.0,0.2,-3.214142320296109
-9.0,0.4,-3.021411628522325
-9.0,0.6,-2.71725251243586
-9.0,0.8,-2.3258279682841296
-9.0,1.0,-1.8782326302083465
-9.0,1.2,-1.4100217391567424
-9.0,1.4,-0.9583856359086029
-9.0,1.6,-0.5591943158429036
-9.0,1.8,-0.2441469090299071
-9.0,2.0,-0.03825261100938223
-9.0,2.2,0.04215675013282048
-9.0,2.4,-0.009275427102339417
-9.0,2.6,-0.18842537066703868
-9.0,2.8,-0.48101664324187166
-9.0,3.0,-0.8637546633967893
-9.0,3.2,-1.3061778814115201
-9.0,3.4,-1.7730785003546
-9.0,3.6,-2.2273003723480396
-9.0,3.8,-2.632691726554227
-9.0,4.0,-2.9569780812409645
-9.0,4.2,-3.174327035099085
-9.0,4.4,-3.267401118753463
-9.0,4.6,-3.22873557028524
-9.0,4.8,-3.0613315455803622
-9.0,5.0,-2.7784176222129675
-9.0,5.2,-2.4023985496937
-9.0,5.4,-1.9630747868895464
-9.0,5.6,-1.495274316570158
-9.0,5.8,-1.0360849322479817
-9.0,6.0,-0.6219069421820265
-9.0,6.2,-0.28556050651941944
-9.0,6.4,-0.053677481958130546
-9.0,6.6,0.05541496095433299
-9.0,6.8,0.03315076300186531
-9.0,7.0,-0.11859429536241217
-9.0,7.2,-0.3876516587001241
-9.0,7.4,-0.752527008408173
-9.0,7.6,-1.1841083750964494
-9.0,7.8,-1.6479796110999878
-9.0,8.0,-2.1071553758909216
-9.0,8.2,-2.525020290332085
-9.0,8.4,-2.8682386908066535
-9.0,8.6,-3.1094037506299337
-9.0,8.8,-3.229215448132888
-9.0,9.0,-3.218014302460499
-9.0,9.2,-3.076548994035373
-9.0,9.4,-2.815916868356876
-9.0,9.6,-2.456682051185111
-9.0,9.8,-2.0272412568088005
-9.0,10.0,-1.561567155487717
-8.8,-10.0,-1.2204862687479812
-8.8,-9.8,-1.5899278590438104
-8.8,-9.6,-1.930647501283583
-8.8,-9.4,-2.2157230254317395
-8.8,-9.2,-2.422651014338954
-8.8,-9.0,-2.535135107250751
-8.8,-8.8,-2.544381040419453
-8.8,-8.6,-2.449795510419526
-8.8,-8.4,-2.259033322835738
-8.8,-8.2,-1.987389079508059
-8.8,-8.0,-1.6565817457841758
-8.8,-7.8,-1.2930286858947437
-8.8,-7.6,-0.9257463255581279
-8.8,-7.4,-0.5840442721410869
-8.8,-7.2,-0.29519613623472707
-8.8,-7.0,-0.08227214999911998
-8.8,-6.8,0.037694180049872426
-8.8,-6.6,0.055059693215901026
-8.8,-6.4,-0.031662101846052414
-8.8,-6.2,-0.21568289850635727
-8.8,-6.0,-0.48247904590160406
-8.8,-5.8,-0.8109457156829192
-8.8,-5.6,-1.1750740623483493
-8.8,-5.4,-1.5460180964362946
-8.8,-5.2,-1.8943870201215962
-8.8,-5.0,-2.192580857689941
-8.8,-4.8,-2.4169837728052395
-8.8,-4.6,-2.5498407738428313
-8.8,-4.4,-2.5806686691060885
-8.8,-4.2,-2.5070891460147258
-8.8,-4.0,-2.335017771055506
-8.8,-3.8,-2.0781938910308506
-8.8,-3.6,-1.757088793453762
-8.8,-3.4,-1.3972788924936215
-8.8,-3.2,-1.0274132202734418
-8.8,-3.0,-0.6769367430966843
-8.8,-2.8,-0.3737504263075033
-8.8,-2.6,-0.1419939979533245
-8.8,-2.4,-0.0001276107796197995
-8.8,-2.2,0.04053515079189533
-8.8,-2.0,-0.023273660427223758
-8.8,-1.8,-0.18651665688113056
-8.8,-1.6,-0.4362514278215176
-8.8,-1.4,-0.7526590479291275
-8.8,-1.2,-1.1106190493924724
-8.8,-1.0,-1.4817056974258176
-8.8,-0.8,-1.836446929030163
-8.8,-0.6,-2.146666441455559
-8.8,-0.4,-2.3877228090754037
-8.8,-0.2,-2.5404676903384664
-8.8,0.0,-2.592767509838487
-8.8,0.2,-2.5404676903384664
-8.8,0.4,-2.3877228090754037
-8.8,0.6,-2.146666441455559
-8.8,0.8,-1.836446929030163
-8.8,1.0,-1.4817056974258176
-8.8,1.2,-1.1106190493924724
-8.8,1.4,-0.7526590479291275
-8.8,1.6,-0.4362514278215176
-8.8,1.8,-0.18651665688113056
-8.8,2.0,-0.023273660427223758
-8.8,2.2,0.04053515079189533
-8.8,2.4,-0.0001276107796197995
-8.8,2.6,-0.1419939979533245
-8.8,2.8,-0.3737504263075033
-8.8,3.0,-0.6769367430966843
-8.8,3.2,-1.0274132202734418
-8.8,3.4,-1.3972788924936215
-8.8,3.6,-1.757088793453762
-8.8,3.8,-2.0781938910308506
-8.8,4.0,-2.335017771055506
-8.8,4.2,-2.5070891460147258
-8.8,4.4,-2.5806686691060885
-8.8,4.6,-2.5498407738428313
-8.8,4.8,-2.4169837728052395
-8.8,5.0,-2.192580857689941
-8.8,5.2,-1.8943870201215962
-8.8,5.4,-1.5460180964362946
-8.8,5.6,-1.1750740623483493
-8.8,5.8,-0.8109457156829192
-8.8,6.0,-0.48247904590160406
-8.8,6.2,-0.21568289850635727
-8.8,6.4,-0.031662101846052414
-8.8,6.6,0.055059693215901026
-8.8,6.8,0.037694180049872426
-8.8,7.0,-0.08227214999911998
-8.8,7.2,-0.29519613623472707
-8.8,7.4,-0.5840442721410869
-8.8,7.6,-0.9257463255581279
-8.8,7.8,-1.2930286858947437
-8.8,8.0,-1.6565817457841758
-8.8,8.2,-1.987389079508059
-8.8,8.4,-2.259033322835738
-8.8,8.6,-2.449795510419526
-8.8,8.8,-2.544381040419453
-8.8,9.0,-2.535135107250751
-8.8,9.2,-2.422651014338954
-8.8,9.4,-2.2157230254317395
-8.8,9.6,-1.930647501283583
-8.8,9.8,-1.5899278590438104
-8.8,10.0,-1.2204862687479812
-8.6,-10.0,-0.8297640685023923
-8.6,-9.8,-1.0890512945274489
-8.6,-9.6,-1.3282145915482324
-8.6,-9.4,-1.5284022779921251
-8.6,-9.2,-1.6738568107697493
-8.6,-9.0,-1.7531670070778578
-8.6,-8.8,-1.760174869265524
-8.6,-8.6,-1.6944649491263308
-8.6,-8.4,-1.561397362772529
-8.6,-8.2,-1.3716818324622517
-8.6,-8.0,-1.140526605460876
-8.6,-7.8,-0.8864298837263569
-8.6,-7.6,-0.6297098071893029
-8.6,-7.4,-0.39088981004416357
-8.6,-7.2,-0.18906766269800485
-8.6,-7.0,-0.04039780849300891
-8.6,-6.8,0.0431923990002165
-8.6,-6.6,0.054950539952176074
-8.6,-6.4,-0.006164269839990598
-8.6,-6.2,-0.1353986618762682
-8.6,-6.0,-0.3225827560545982
